seed	n_atoms	n_heavy_atoms	n_confs	smiles	mapped_smiles
103937268	21	13	50	O=C([O-])C1[NH2+]CCc2c1o[nH]c2=O	[H:15][C:10]1([C:7]2=[C:8]([C:11]([N+:13]([C:12]1([H:18])[H:19])([H:20])[H:21])([H:17])[C:6](=[O:2])[O-:3])[O:4][N:9]([C:5]2=[O:1])[H:14])[H:16]
135157743	41	20	50	C#C/C=C/CC(Cl)C1CC(Cl)C(O)C(CBr)C(CC)O1	[H:21][C:4]#[C:5]/[C:8](=[C:9](\[H:24])/[C:12]([H:30])([H:31])[C:15]([H:36])([C:17]1([C:13]([C:16]([C:19]([C:20]([C:18]([O:6]1)([H:39])[C:14]([H:34])([H:35])[C:10]([H:25])([H:26])[H:27])([H:41])[C:11]([H:28])([H:29])[Br:3])([H:40])[O:7][H:22])([H:37])[Cl:2])([H:32])[H:33])[H:38])[Cl:1])/[H:23]
377007127	47	27	50	Clc1ccc(-c2cc(N3CCOCC3)nc3c(C4CCNN4)nccc23)s1	[H:32][c:14]1[c:10]([n:2][c:13]([c:16]2[c:17]1[c:15]([c:12]([c:11]([n:3]2)[N:18]3[C:23]([C:21]([O:4][C:22]([C:24]3([H:41])[H:42])([H:37])[H:38])([H:35])[H:36])([H:39])[H:40])[H:31])[C:9]4=[C:8]([C:7](=[C:6]([S:5]4)[Cl:1])[H:28])[H:29])[C:26]5([C:27]([C:25]([N:19]([N:20]5[H:34])[H:33])([H:43])[H:44])([H:46])[H:47])[H:45])[H:30]
252657115	38	16	50	CC1=CC(C)(C)[N+](C)(C)c2ccc(C)cc21	[H:18][c:3]1[c:5]([c:8]2[c:6]([c:4]([c:7]1[C:10]([H:24])([H:25])[H:26])[H:19])[C:1](=[C:2]([C:15]([N+:16]2([C:13]([H:33])([H:34])[H:35])[C:14]([H:36])([H:37])[H:38])([C:11]([H:27])([H:28])[H:29])[C:12]([H:30])([H:31])[H:32])[H:17])[C:9]([H:21])([H:22])[H:23])[H:20]
252656447	27	19	50	N#CC(=C1SC=CS1)c1nc(-c2ccccc2)cs1	[H:23][c:14]1[c:15]([c:17]([c:19]([c:18]([c:16]1[H:25])[H:27])[C:13]2=[C:10]([S:4][C:7](=[N:3]2)[C:12](=[C:11]3[S:5][C:8](=[C:9]([S:6]3)[H:21])[H:20])[C:2]#[N:1])[H:22])[H:26])[H:24]
135246902	13	10	50	c1nnc2ncncc2n1	[H:13][c:8]1[c:10]2[c:9]([n:4][c:6]([n:2]1)[H:11])[n:3][n:1][c:7]([n:5]2)[H:12]
135230839	48	27	50	C=CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC=C)Sc2ccccc21	[H:39][c:14]1[c:12]([c:16]([c:20]2[c:22]([c:18]1[H:43])[N:24](/[C:9](=[C:8](\[H:34])/[C:11](=[C:10](\[H:35])/[C:7]3=[N+:25]([c:23]4[c:19]([c:15]([c:13]([c:17]([c:21]4[S:2]3)[H:42])[H:38])[H:40])[H:44])[C:27]([H:47])([H:48])[C:6](=[C:4]([H:30])[H:31])[H:33])/[H:36])/[S:1]2)[C:26]([H:45])([H:46])[C:5](=[C:3]([H:28])[H:29])[H:32])[H:41])[H:37]
135108951	28	15	50	C[C@](Cl)(/C=C/[C@H](Cl)[C@](C)(Cl)/C=C/Br)CBr	[H:18]/[C:8](=[C:7](/[H:17])\[C@@:13]([C:10]([H:20])([H:21])[H:22])([C:11]([H:23])([H:24])[Br:5])[Cl:1])/[C@@:14]([H:28])([C@:15](/[C:9](=[C:6](\[H:16])/[Br:4])/[H:19])([C:12]([H:25])([H:26])[H:27])[Cl:3])[Cl:2]
135093846	5	5	50	N#CC#CBr	[C:5](#[C:4][Br:2])[C:3]#[N:1]
135080149	8	8	50	ClC1(Cl)SC(Cl)(Cl)S1	[C:7]1([S:5][C:8]([S:6]1)([Cl:3])[Cl:4])([Cl:1])[Cl:2]
135063270	45	27	50	CC[n+]1c(/C=C/N(C(C)=O)c2ccccc2)oc2ccc(S(=O)(=O)[O-])cc21	[H:30][c:10]1[c:11]([c:14]([c:19]([c:15]([c:12]1[H:32])[H:35])[N:22](/[C:9](=[C:8](\[H:28])/[C:7]2=[N+:23]([c:20]3[c:17]([c:21]([c:16]([c:13]([c:18]3[O:5]2)[H:33])[H:36])[S:27](=[O:2])(=[O:3])[O-:4])[H:37])[C:26]([H:44])([H:45])[C:25]([H:41])([H:42])[H:43])/[H:29])[C:6](=[O:1])[C:24]([H:38])([H:39])[H:40])[H:34])[H:31]
134990126	5	4	50	O=[PH](F)F	[H:5][P:4](=[O:1])([F:2])[F:3]
134979308	42	16	50	CC(C)C(C)C(C)C(O)C#CC(C)C(C)O	[H:19][C:5]([H:20])([H:21])[C:12]([H:38])([C:2]#[C:1][C:11]([H:37])([C:15]([H:41])([C:9]([H:31])([H:32])[H:33])[C:16]([H:42])([C:10]([H:34])([H:35])[H:36])[C:14]([H:40])([C:7]([H:25])([H:26])[H:27])[C:8]([H:28])([H:29])[H:30])[O:3][H:17])[C:13]([H:39])([C:6]([H:22])([H:23])[H:24])[O:4][H:18]
134978835	35	18	50	CCC1(CC#CCN(C)C)C(=O)NC(=O)NC1=O	[H:29][C:15]([H:30])([H:31])[C:17]([H:34])([H:35])[C:18]1([C:7](=[O:2])[N:9]([C:6](=[O:1])[N:10]([C:8]1=[O:3])[H:20])[H:19])[C:16]([H:32])([H:33])[C:5]#[C:4][C:14]([H:27])([H:28])[N:11]([C:12]([H:21])([H:22])[H:23])[C:13]([H:24])([H:25])[H:26]
134973225	10	8	50	O=C(O)C#CC(=O)O	[H:9][O:5][C:7](=[O:1])[C:3]#[C:4][C:8](=[O:2])[O:6][H:10]
242079933	50	32	50	C=CC(=O)Nc1cc2c(Nc3cc(F)c(Br)cc3F)ncnc2cc1OCCNC(C)=O	[H:40][c:24]1[c:26]2[c:25]([c:22]([c:19]([c:20]1[N:27]([H:41])[C:9](=[O:1])[C:12](=[C:11]([H:33])[H:34])[H:35])[O:8][C:31]([H:47])([H:48])[C:32]([H:49])([H:50])[N:29]([H:43])[C:10](=[O:2])[C:30]([H:44])([H:45])[H:46])[H:39])[n:7][c:13]([n:6][c:23]2[N:28]([H:42])[c:21]3[c:15]([c:16]([c:18]([c:14]([c:17]3[F:4])[H:37])[Br:5])[F:3])[H:38])[H:36]
433770806	48	29	50	COc1cc2c(cc1OS(=O)(=O)[O-])CC[n+]1cc3c(OC)c(OC)ccc3cc1-2	[H:33][c:16]1[c:10]([c:13]([c:18]([c:22]2[c:21]1[c:17]([c:19]-3[n+:23]([c:20]2[H:35])[C:28]([C:27]([c:15]4[c:14]3[c:8]([c:11]([c:12]([c:9]4[H:31])[O:7][S:29](=[O:1])(=[O:2])[O-:3])[O:4][C:24]([H:36])([H:37])[H:38])[H:30])([H:45])[H:46])([H:47])[H:48])[H:34])[O:6][C:26]([H:42])([H:43])[H:44])[O:5][C:25]([H:39])([H:40])[H:41])[H:32]
135266496	14	12	50	c1cc2nsnc2c2nonc12	[H:13][c:7]1[c:8]([c:10]2=[N:2][S:6][N:4]=[c:12]2[c:11]3=[N:3][O:5][N:1]=[c:9]13)[H:14]
160870037	14	8	50	CN1C=C(Br)N(O)N1	[H:10][C:4]1=[C:3]([N:5]([N:6]([N:7]1[C:8]([H:12])([H:13])[H:14])[H:11])[O:2][H:9])[Br:1]
135264107	48	30	50	C1=COC2(C=C1)CC1=C3C=CC4=C5C=CC6(C=C5C=CC45OC35C=C1O2)OCCO6	[H:33][C:8]1=[C:9]([C:23]2=[C:18]3[C:13](=[C:21]([C:30]24[C:29]5([C:22]1=[C:15]6[C:10](=[C:16]([C:24]7([C:17](=[C:14]6[C:12](=[C:20]5[H:41])[H:37])[H:39])[O:1][C:25]([C:26]([O:2]7)([H:45])[H:46])([H:43])[H:44])[H:38])[H:35])[O:5]4)[H:42])[O:4][C:28]8([C:27]3([H:47])[H:48])[C:19](=[C:11]([C:7](=[C:6]([O:3]8)[H:31])[H:32])[H:36])[H:40])[H:34]
160845134	37	23	50	C=C(C)Cn1c(O)c(OS(=O)O)sc1=N/N=c1\scc(O)n1C	[H:29][C:12]1=[C:14]([N:18](/[C:17](=[N:3]/[N:2]=[C:10]2[N:19]([C:15](=[C:13]([S:8]2)[O:7][S:20](=[O:1])[O:6][H:26])[O:5][H:25])[C:23]([H:36])([H:37])[C:16](=[C:11]([H:27])[H:28])[C:21]([H:30])([H:31])[H:32])/[S:9]1)[C:22]([H:33])([H:34])[H:35])[O:4][H:24]
381754508	48	30	50	Cn1cc(-c2cn3nccc3c(-c3cnn(C4(CC#N)CN(CC#N)C4)c3)n2)cn1	[H:34][C:13]1=[C:18]2[C:12](=[N:8][C:14](=[C:17]([N:21]2[N:5]=[C:9]1[H:31])[H:35])[C:15]3=[C:19]([N:22]([N:6]=[C:10]3[H:32])[C:25]([H:38])([H:39])[H:40])[H:36])[C:16]4=[C:20]([N:24]([N:7]=[C:11]4[H:33])[C:30]5([C:28]([N:23]([C:29]5([H:47])[H:48])[C:26]([H:41])([H:42])[C:3]#[N:1])([H:45])[H:46])[C:27]([H:43])([H:44])[C:4]#[N:2])[H:37]
316936306	48	26	50	O[C@H]1C[C@@]2(n3cnc4c(NC5CC6CCC5C6)nc(Cl)nc43)C[C@H]2[C@H]1O	[H:29][C:7]1=[N:2][c:11]2[c:10]([n:4][c:8]([n:3][c:9]2[N:12]([H:30])[C:18]3([C:15]([C:19]4([C:14]([C:16]([C:20]3([C:17]4([H:37])[H:38])[H:41])([H:35])[H:36])([H:31])[H:32])[H:40])([H:33])[H:34])[H:39])[Cl:1])[N:13]1[C@@:24]56[C@@:26]([C:22]5([H:44])[H:45])([C@@:25]([C@@:23]([C:21]6([H:42])[H:43])([H:46])[O:5][H:27])([H:47])[O:6][H:28])[H:48]
252640050	23	15	50	Nc1[nH]c(=O)sc1C=C1C=CC(=O)C=C1	[H:18][C:8]1=[C:6]([C:4](=[O:1])[C:7](=[C:9]([C:12]1=[C:10]([H:20])[C:11]2=[C:13]([N:15]([C:5](=[O:2])[S:3]2)[H:23])[N:14]([H:21])[H:22])[H:19])[H:17])[H:16]
249820408	46	27	50	COCc1c(F)c(F)c(COC(=O)C2C(/C=C(/C)C#N)C2(C)C)c(F)c1F	[H:28]/[C:12](=[C:11](/[C:7]#[N:1])\[C:20]([H:32])([H:33])[H:34])/[C:26]1([C:25]([C:27]1([C:23]([H:39])([H:40])[H:41])[C:24]([H:42])([H:43])[H:44])([H:45])[C:10](=[O:2])[O:8][C:21]([H:35])([H:36])[c:17]2[c:13]([c:15]([c:18]([c:16]([c:14]2[F:4])[F:6])[C:22]([H:37])([H:38])[O:9][C:19]([H:29])([H:30])[H:31])[F:5])[F:3])[H:46]
135095596	20	11	50	c1ccc(-p2cccc2)cc1	[H:16][c:5]1[c:6]([c:8]([c:10]([c:9]([c:7]1[H:18])[H:20])[P:11]2[C:3](=[C:1]([C:2](=[C:4]2[H:15])[H:13])[H:12])[H:14])[H:19])[H:17]
135091632	14	11	50	IC(I)=C(I)Cn1ncnn1	[H:12][C:7]1=[N:6][N:10]([N:5]=[N:4]1)[C:11]([H:13])([H:14])[C:9](=[C:8]([I:1])[I:2])[I:3]
378169029	45	29	50	Cn1cc(-c2cc(CS(C)(=O)=O)ccc2Oc2ccc(F)cc2F)cc(F)c1=O	[H:36][c:17]1[c:16]([c:22]([c:23]([c:18]([c:24]1[C:28]([H:44])([H:45])[S:29](=[O:2])(=[O:3])[C:27]([H:41])([H:42])[H:43])[H:37])[C:11]2=[C:12]([N:25]([C:8](=[O:1])[C:10](=[C:9]2[H:30])[F:4])[C:26]([H:38])([H:39])[H:40])[H:31])[O:7][c:21]3[c:15]([c:13]([c:19]([c:14]([c:20]3[F:6])[H:33])[F:5])[H:32])[H:34])[H:35]
135149595	40	24	48	[O-]N1C=C(C[n+]2ccccc2)N([O-])C(I)(C[n+]2ccccc2)C1I	[H:26][c:7]1[c:9]([c:13]([n+:19]([c:14]([c:10]1[H:29])[H:33])[C:21]([H:36])([H:37])[C:6]2=[C:5]([N:17]([C:22]([C:24]([N:18]2[O-:2])([C:23]([H:39])([H:40])[n+:20]3[c:15]([c:11]([c:8]([c:12]([c:16]3[H:35])[H:31])[H:27])[H:30])[H:34])[I:4])([H:38])[I:3])[O-:1])[H:25])[H:32])[H:28]
164158782	43	25	50	NS(=O)(=O)c1c(F)c(F)c(NC23CC4CC(CC(C4)C2)C3)c(F)c1F	[H:29][C:15]1([C:21]2([C:16]([C:23]3([C:17]([C:22]1([C:19]([C:24]([C:18]2([H:35])[H:36])([C:20]3([H:39])[H:40])[N:13]([H:26])[c:11]4[c:7]([c:9]([c:12]([c:10]([c:8]4[F:4])[F:6])[S:25](=[O:1])(=[O:2])[N:14]([H:27])[H:28])[F:5])[F:3])([H:37])[H:38])[H:42])([H:33])[H:34])[H:43])([H:31])[H:32])[H:41])[H:30]
135295734	21	10	50	O/N=C1\CCC2=C1CCC2	[H:14][C:7]1([C:3]\2=[C:4]([C:6]([C:9](/[C:5]2=[N:1]\[O:2][H:11])([H:18])[H:19])([H:12])[H:13])[C:8]([C:10]1([H:20])[H:21])([H:16])[H:17])[H:15]
135246903	16	10	50	C1=COC2=CC=COC2=C1	[H:13][C:5]1=[C:3]([O:2][C:10]2=[C:8]([C:6](=[C:4]([O:1][C:9]2=[C:7]1[H:15])[H:12])[H:14])[H:16])[H:11]
135029901	27	13	50	C=CCSS/C=C/CS(=O)CC=C	[H:14][C:4](=[C:6]([H:18])[C:11]([H:22])([H:23])[S:3][S:2]/[C:8](=[C:9](\[H:21])/[C:13]([H:26])([H:27])[S:10](=[O:1])[C:12]([H:24])([H:25])[C:7](=[C:5]([H:16])[H:17])[H:19])/[H:20])[H:15]
125084655	38	16	50	NCC[C@H]1CN=C(NC(C2CC2)C2CC2)N1	[H:38][C@@:16]1([C:14]([N:1]=[C:2]([N:5]1[H:20])[N:4]([H:19])[C:11]([H:31])([C:12]2([C:7]([C:8]2([H:25])[H:26])([H:23])[H:24])[H:32])[C:13]3([C:9]([C:10]3([H:29])[H:30])([H:27])[H:28])[H:33])([H:34])[H:35])[C:15]([H:36])([H:37])[C:6]([H:21])([H:22])[N:3]([H:17])[H:18]
104098024	37	22	50	C1=CC2C(c3ccnc(Nc4ccccc4)n3)C=NN2C=C1	[H:30][c:13]1[c:14]([c:16]([c:18]([c:17]([c:15]1[H:32])[H:34])[N:19]([H:35])[c:9]2[n:2][c:10]([c:12]([c:11]([n:3]2)[C:21]3([C:4](=[N:1][N:20]4[C:22]3([C:8](=[C:6]([C:5](=[C:7]4[H:26])[H:24])[H:25])[H:27])[H:37])[H:23])[H:36])[H:29])[H:28])[H:33])[H:31]
103932039	48	30	50	CC(C)(O)c1cnc(-c2nn(-c3ccc(F)cc3)cc2Sc2ccc(Cl)cc2)cn1	[H:41][c:21]1[c:15]([c:23]([c:16]([c:22]([c:26]1[N:27]2[C:10](=[C:9]([C:8](=[N:3]2)[c:13]3[c:11]([n:5][c:14]([c:12]([n:4]3)[H:34])[C:30]([C:28]([H:43])([H:44])[H:45])([C:29]([H:46])([H:47])[H:48])[O:6][H:31])[H:33])[S:7][c:25]4[c:19]([c:17]([c:24]([c:18]([c:20]4[H:40])[H:38])[Cl:2])[H:37])[H:39])[H:32])[H:42])[H:36])[F:1])[H:35]
135122079	39	17	50	OCCN(/C=C(/CO)N(CO)CCO)CCO	[H:23]/[C:6](=[C:7](\[C:10]([H:24])([H:25])[O:1][H:18])/[N:8]([C:15]([H:34])([H:35])[C:12]([H:28])([H:29])[O:3][H:20])[C:11]([H:26])([H:27])[O:2][H:19])/[N:9]([C:16]([H:36])([H:37])[C:13]([H:30])([H:31])[O:4][H:21])[C:17]([H:38])([H:39])[C:14]([H:32])([H:33])[O:5][H:22]
134992454	40	23	50	CONC(=O)NP(NC(=O)OC(C)O)NC(=O)OC(CCl)CCl	[H:32][C:19]([H:33])([H:34])[C:22]([H:39])([O:7][H:24])[O:8][C:10](=[O:1])[N:14]([H:26])[P:17]([N:16]([H:28])[C:12](=[O:3])[N:13]([H:25])[O:6][C:18]([H:29])([H:30])[H:31])[N:15]([H:27])[C:11](=[O:2])[O:9][C:23]([H:40])([C:20]([H:35])([H:36])[Cl:4])[C:21]([H:37])([H:38])[Cl:5]
135242562	40	21	50	CC1=NC2=CC=CC3=NC(NCCCN(C)C)=NC(=N1)N23	[H:23][C:10]1=[C:9]([C:6]2=[N:2][C:7](=[N:3][C:5]3=[N:1][C:8](=[N:4][C:12](=[C:11]1[H:24])[N:13]23)[C:16]([H:26])([H:27])[H:28])[N:14]([H:25])[C:19]([H:35])([H:36])[C:21]([H:39])([H:40])[C:20]([H:37])([H:38])[N:15]([C:17]([H:29])([H:30])[H:31])[C:18]([H:32])([H:33])[H:34])[H:22]
135150782	26	13	50	CCCCOS(=O)OCC#CCCl	[H:18][C:10]([H:19])([H:20])[C:12]([H:23])([H:24])[C:13]([H:25])([H:26])[C:11]([H:21])([H:22])[O:6][S:7](=[O:1])[O:5][C:9]([H:16])([H:17])[C:4]#[C:3][C:8]([H:14])([H:15])[Cl:2]
125082356	31	21	50	C=c1[nH]c2ccc(I)cc2/c1=C/c1cc(Br)c(O)c(Br)c1	[H:30][c:13]1[c:9]([c:16]([c:12]([c:19]\2[c:20]1[N:21]([C:6](=[C:5]([H:23])[H:24])/[C:8]2=[C:7](/[H:25])\[c:18]3[c:10]([c:14]([c:17]([c:15]([c:11]3[H:28])[Br:2])[O:4][H:22])[Br:1])[H:27])[H:31])[H:29])[I:3])[H:26]
252652690	27	17	50	CC(/N=N/c1ccc(F)cc1)c1ccc(Cl)s1	[H:22][c:12]1[c:10]([c:14]([c:11]([c:13]([c:15]1/[N:3]=[N:4]/[C:17]([H:27])([C:9]2=[C:8]([C:7](=[C:6]([S:5]2)[Cl:2])[H:18])[H:19])[C:16]([H:24])([H:25])[H:26])[H:23])[H:21])[F:1])[H:20]
135319368	40	20	50	C=C1C[C@@H]2CCCN3CCc4c(n1c1ccccc41)[C@@H]23	[H:23][c:5]1[c:6]([c:8]([c:10]2[c:9]([c:7]1[H:25])[C:2]3=[C:4]4[N:11]2[C:3](=[C:1]([H:21])[H:22])[C:17]([C@:19]5([C@:20]4([N:12]([C:14]([C:13]3([H:27])[H:28])([H:29])[H:30])[C:15]([C:16]([C:18]5([H:37])[H:38])([H:33])[H:34])([H:31])[H:32])[H:40])[H:39])([H:35])[H:36])[H:26])[H:24]
135142749	42	22	50	CSCC[C@@H](C(=O)O)N(CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)N=O	[H:40][C@@:20]([C:12](=[O:3])[C:15]([H:31])([H:32])[N:13]([C@:19]([H:39])([C:11](=[O:2])[O:5][H:23])[C:17]([H:35])([H:36])[C:16]([H:33])([H:34])[S:10][C:14]([H:28])([H:29])[H:30])[N:4]=[O:1])([C@@:22]([H:42])([C@@:21]([H:41])([C:18]([H:37])([H:38])[O:6][H:24])[O:8][H:26])[O:9][H:27])[O:7][H:25]
135090679	43	30	50	CN(C)CCC[NH+]([O-])C(=O)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F	[H:31][C:19]([H:32])([H:33])[N:18]([C:20]([H:34])([H:35])[H:36])[C:25]([H:37])([H:38])[C:26]([H:39])([H:40])[C:29]([H:41])([H:42])[N+:30]([H:43])([C:17](=[O:1])[C:24]([C:28]([C:23]([O:16][C:22]([C:27]([C:21]([F:3])([F:4])[F:5])([F:12])[F:13])([F:6])[F:7])([F:8])[F:9])([F:14])[F:15])([F:10])[F:11])[O-:2]
252629991	42	27	50	O=[N+]([O-])c1ccc(C2=[N+]3N[C-](c4ccccc4)CC3c3ccccc3O2)s1	[H:30][c:10]1[c:12]([c:16]([c:20]([c:17]([c:13]1[H:33])[H:37])[C-:22]2[C:26]([C:27]3([c:21]4[c:18]([c:14]([c:11]([c:15]([c:19]4[O:3][C:9](=[N+:25]3[N:23]2[H:39])[C:7]5=[C:5]([C:6](=[C:8]([S:4]5)[N+:24](=[O:1])[O-:2])[H:29])[H:28])[H:35])[H:31])[H:34])[H:38])[H:42])([H:40])[H:41])[H:36])[H:32]
135224148	45	30	50	O=C1CCC(=O)N1C1=NC2=NC(c3ccc(Cl)cc3)=CC(c3ccc(Cl)cc3)N2N1	[H:36][c:17]1[c:13]([c:21]([c:14]([c:18]([c:23]1[C:11]2=[C:12]([C:28]([N:27]3[C:10](=[N:6]2)[N:5]=[C:9]([N:26]3[H:40])[N:25]4[C:7](=[O:1])[C:29]([C:30]([C:8]4=[O:2])([H:44])[H:45])([H:42])[H:43])([H:41])[c:24]5[c:19]([c:15]([c:22]([c:16]([c:20]5[H:39])[H:35])[Cl:4])[H:34])[H:38])[H:31])[H:37])[H:33])[Cl:3])[H:32]
123110178	26	20	50	C#Cc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2	[H:21][C:6]#[C:7][c:16]1[c:14]([c:18]2[c:17]([c:15]([c:13]1[H:24])[Cl:5])[O:9][C:20]([C:12](=[C:11]2[H:23])[C:10](=[O:1])[O:8][H:22])([H:26])[C:19]([F:2])([F:3])[F:4])[H:25]
377008703	20	9	50	N/C(S)=N/N1CCCC1	[H:17][C:8]1([C:9]([C:7]([N:5]([C:6]1([H:13])[H:14])/[N:1]=[C:3](/[N:4]([H:11])[H:12])\[S:2][H:10])([H:15])[H:16])([H:19])[H:20])[H:18]
318473366	45	27	50	COCCN1CC(=O)Nc2ncc(-c3ccc(-c4nnc[nH]4)nc3C)nc21	[H:31][c:18]1[c:17]([c:12]([n:6][c:16]([c:19]1[c:13]2[c:11]([n:4][c:14]3[c:15]([n:5]2)[N:22]([C:25]([C:8](=[O:1])[N:21]3[H:33])([H:40])[H:41])[C:27]([H:44])([H:45])[C:26]([H:42])([H:43])[O:7][C:23]([H:34])([H:35])[H:36])[H:29])[C:24]([H:37])([H:38])[H:39])[C:10]4=[N:3][N:2]=[C:9]([N:20]4[H:32])[H:28])[H:30]
249494050	47	28	50	CS(=O)(=O)n1cc2c(n1)CN([C@H]1CSC(c3cc(F)cc(F)c3F)[C@@H](N)C1)C2	[H:31][c:12]1[c:16]([c:15]([c:14]([c:11]([c:13]1[F:3])[H:30])[F:4])[F:5])[C:22]2([C@@:26]([C:24]([C@@:27]([C:23]([S:7]2)([H:39])[H:40])([H:47])[N:18]3[C:21]([C:10]4=[C:9]([N:19]([N:6]=[C:8]4[C:20]3([H:34])[H:35])[S:28](=[O:1])(=[O:2])[C:25]([H:43])([H:44])[H:45])[H:29])([H:36])[H:37])([H:41])[H:42])([H:46])[N:17]([H:32])[H:33])[H:38]
381122639	40	22	50	CC(C)(C)OC(=O)C(C)(C)O/N=C(\C(=O)O)c1nsc(N)n1	[H:26][C:16]([H:27])([H:28])[C:21]([C:11](=[O:2])[O:8][C:22]([C:18]([H:32])([H:33])[H:34])([C:19]([H:35])([H:36])[H:37])[C:20]([H:38])([H:39])[H:40])([C:17]([H:29])([H:30])[H:31])[O:7]/[N:5]=[C:14](/[C:12]1=[N:3][S:9][C:13](=[N:4]1)[N:15]([H:24])[H:25])\[C:10](=[O:1])[O:6][H:23]
135306119	45	25	50	CCN(CC)CCSc1nnc2c3c(cnn12)Sc1ccccc1N3	[H:28][c:12]1[c:11]([c:13]([c:15]2[c:16]([c:14]1[H:30])[N:18]([C:10]3=[C:9]([S:4]2)[C:6](=[N:1][N:17]4[C:8]3=[N:3][N:2]=[C:7]4[S:5][C:22]([H:38])([H:39])[C:25]([H:44])([H:45])[N:19]([C:23]([H:40])([H:41])[C:20]([H:32])([H:33])[H:34])[C:24]([H:42])([H:43])[C:21]([H:35])([H:36])[H:37])[H:26])[H:31])[H:29])[H:27]
135189414	48	25	50	CS/C(=N\OC(=O)N(C)S(=O)OCC1COC(C)(C)O1)C(=O)N(C)C	[H:46][C:23]1([C:24]([O:8][C:25]([O:7]1)([C:20]([H:38])([H:39])[H:40])[C:21]([H:41])([H:42])[H:43])([H:48])[C:22]([H:44])([H:45])[O:6][S:15](=[O:3])[N:13]([C:10](=[O:1])[O:5]/[N:4]=[C:12](/[C:11](=[O:2])[N:14]([C:18]([H:32])([H:33])[H:34])[C:19]([H:35])([H:36])[H:37])\[S:9][C:16]([H:26])([H:27])[H:28])[C:17]([H:29])([H:30])[H:31])[H:47]
135181568	40	17	50	C=C(C)C1CCC(C)(OP(=S)(OC)OC)CC1	[H:18][C:5](=[C:6]([C:15]1([C:11]([C:13]([C:16]([C:14]([C:12]1([H:34])[H:35])([H:38])[H:39])([C:10]([H:29])([H:30])[H:31])[O:4][P:17](=[S:1])([O:2][C:7]([H:20])([H:21])[H:22])[O:3][C:8]([H:23])([H:24])[H:25])([H:36])[H:37])([H:32])[H:33])[H:40])[C:9]([H:26])([H:27])[H:28])[H:19]
135163110	19	12	50	CCOCn1c(Br)nc(Cl)c1Cl	[H:15][C:11]([H:16])([H:17])[C:12]([H:18])([H:19])[O:5][C:10]([H:13])([H:14])[N:9]1[C:8](=[C:7]([N:4]=[C:6]1[Br:3])[Cl:1])[Cl:2]
135156323	24	11	50	O=P1(N2CCCC2)NCCS1	[H:21][C:9]1([C:10]([C:8]([N:4]([C:7]1([H:17])[H:18])[P:11]2(=[O:1])[N:3]([C:6]([C:5]([S:2]2)([H:13])[H:14])([H:15])[H:16])[H:12])([H:19])[H:20])([H:23])[H:24])[H:22]
135112009	20	15	50	CCC(Br)(Br)c1oc(Br)c(Br)c(=O)c1Br	[H:16][C:13]([H:17])([H:18])[C:15]([H:19])([H:20])[C:14]([C:12]1=[C:11]([C:8](=[O:1])[C:10](=[C:9]([O:7]1)[Br:2])[Br:3])[Br:4])([Br:5])[Br:6]
135101622	16	11	50	O=S1C(Br)=Cc2ccccc21	[H:13][c:5]1[c:6]([c:8]([c:10]2[c:9]([c:7]1[H:15])[C:3](=[C:4]([S:11]2=[O:1])[Br:2])[H:12])[H:16])[H:14]
135100041	12	8	50	C=c1oc(=O)oc1=C	[H:9][C:5](=[C:7]1[C:8](=[C:6]([H:11])[H:12])[O:3][C:4](=[O:1])[O:2]1)[H:10]
135093563	7	7	44	FP(F)OP(F)F	[O:5]([P:6]([F:1])[F:2])[P:7]([F:3])[F:4]
135074406	26	26	50	O=C(Oc1c(Br)c(Br)c(Br)c(Br)c1Br)Oc1c(Br)c(Br)c(Br)c(Br)c1Br	[c:25]1([c:21]([c:17]([c:15]([c:18]([c:22]1[Br:9])[Br:5])[Br:2])[Br:4])[Br:8])[O:12][C:14](=[O:1])[O:13][c:26]2[c:23]([c:19]([c:16]([c:20]([c:24]2[Br:11])[Br:7])[Br:3])[Br:6])[Br:10]
135029168	29	18	50	Cc1cn2c(nc1=O)OC[C@H]1O[C@@H]2C[C@@H]1N=[N+]=[N-]	[H:19][C:10]1=[C:11]([C:8](=[O:2])[N:4]=[C:9]2[N:12]1[C@:18]3([C:15]([C@:16]([C@:17]([O:7]3)([C:14]([O:6]2)([H:23])[H:24])[H:28])([H:27])[N:3]=[N+:5]=[N-:1])([H:25])[H:26])[H:29])[C:13]([H:20])([H:21])[H:22]
135028380	6	6	50	O=C([O-])C(=O)[O-]	[C:5](=[O:1])([C:6](=[O:2])[O-:4])[O-:3]
135017292	26	14	50	C1OOCN2COOCN1COOC2	[H:15][C:9]1([N:7]2[C:10]([O:2][O:5][C:13]([N:8]([C:12]([O:4][O:1]1)([H:21])[H:22])[C:14]([O:6][O:3][C:11]2([H:19])[H:20])([H:25])[H:26])([H:23])[H:24])([H:17])[H:18])[H:16]
